機種ID,機種名,BIG平均獲得枚数,設定1_BIG初当り確率,設定1_REG初当り確率,設定1_公表機械割,ブドウ確率,コイン単価
arexbright,アレックスブライト,370,1/309.1,1/428.3,98.8%,1/256.0,2.5
